CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,KMeans_Cluster,Hierarchical_Cluster
12594,37,118,3338.2200000000003,3,4,5,345,0,0
12596,50,27,618.27,3,2,3,323,0,0
12597,18,206,3811.22,4,5,5,455,0,0
12598,9,132,3023.08,5,5,5,555,0,0
12599,28,62,1032.58,4,4,4,444,0,0
12600,28,64,2599.04,4,4,5,445,0,0
12601,189,28,577.0600000000001,1,2,3,123,1,2
12602,58,12,153.12,3,1,1,311,0,0
12603,21,2,739.1999999999999,4,1,3,413,0,0
12604,78,16,254.18,2,2,2,222,0,0
12607,59,101,1579.51,3,4,4,344,0,0
12609,77,60,1126.85,2,4,4,244,0,0
12610,22,106,2099.54,4,4,5,445,0,0
12611,51,65,1193.32,3,4,4,344,0,0
12612,73,19,704.04,2,2,3,223,0,0
12613,56,153,3344.38,3,5,5,355,0,0
12614,277,20,315.6,1,2,2,122,1,2
12615,1,105,2291.19,5,4,5,545,0,0
12616,94,32,713.3,2,3,3,233,0,0
12617,28,41,352.98,4,3,2,432,0,0
12618,21,11,177.31,4,1,1,411,0,0
12619,15,90,3641.24,4,4,5,445,0,0
12620,14,92,1339.41,4,4,4,444,0,0
12621,1,467,13689.67,5,5,5,555,0,0
12622,231,11,180.1,1,1,1,111,1,2
12623,275,18,305.1,1,2,2,122,1,2
12624,105,38,641.13,2,3,3,233,0,0
12625,211,86,2683.82,1,4,5,145,1,2
12626,22,294,6620.4800000000005,4,5,5,455,0,0
12627,10,230,4478.53,5,5,5,555,0,0
12628,3,41,786.46,5,3,3,533,0,0
12630,9,64,1270.88,5,4,4,544,0,0
12631,56,31,640.5,3,3,3,333,0,0
12633,58,101,2163.98,3,4,5,345,0,0
12635,89,101,1689.18,2,4,4,244,0,0
12637,66,382,6002.9,3,5,5,355,0,0
12638,32,39,671.69,4,3,3,433,0,0
12639,238,22,486.1,1,2,2,122,1,2
12640,23,53,1174.58,4,3,4,434,0,0
12641,114,10,185.9,2,1,1,211,0,0
12642,24,47,1013.26,4,3,4,434,0,0
12643,127,24,3344.64,2,2,5,225,0,2
12644,129,31,477.91,2,3,2,232,0,2
12645,33,73,1775.18,3,4,4,344,0,0
12646,4,45,1346.97,5,3,4,534,0,0
12647,21,121,3722.82,4,5,5,455,0,0
12648,154,21,318.05,2,2,2,222,1,2
12649,106,31,623.51,2,3,3,233,0,0
12650,2,20,314.44,5,2,2,522,0,0
12651,334,9,114.0,1,1,1,111,1,2
12652,330,48,919.98,1,3,3,133,1,2
12653,148,43,2209.85,2,3,5,235,1,2
12654,10,38,601.98,5,3,3,533,0,0
12656,16,126,4051.17,4,5,5,455,0,0
12657,10,47,1643.18,5,3,4,534,0,0
12658,18,36,686.05,4,3,3,433,0,0
12659,29,5,91.68,4,1,1,411,0,0
12660,10,13,245.1,5,1,1,511,0,0
12662,0,230,3849.78,5,5,5,555,0,0
12664,7,37,4881.88,5,3,5,535,0,0
12665,324,3,63.0,1,1,1,111,1,2
12667,57,33,620.13,3,3,3,333,0,0
12668,11,161,3807.15,5,5,5,555,0,0
12669,150,101,2744.0299999999997,2,4,5,245,1,2
12670,9,92,2996.05,5,4,5,545,0,0
12672,329,10,225.9,1,1,1,111,1,2
12673,4,42,610.52,5,3,3,533,0,0
12674,38,83,1970.6,3,4,4,344,0,0
12676,24,45,1331.39,4,3,4,434,0,0
12678,41,165,17628.46,3,5,5,355,0,0
12679,58,48,1113.02,3,3,4,334,0,0
12680,0,52,862.81,5,3,3,533,0,0
12681,14,638,13787.54,4,5,5,455,0,0
12682,3,524,12279.82,5,5,5,555,0,0
12683,3,344,8476.57,5,5,5,555,0,0
12684,7,105,2283.63,5,4,5,545,0,0
12685,27,157,2863.08,4,5,5,455,0,0
12686,371,7,89.14,1,1,1,111,1,2
12688,113,171,4873.81,2,5,5,255,0,0
12689,25,72,1247.61,4,4,4,444,0,0
12690,205,16,389.01,1,2,2,122,1,2
12691,27,32,1035.8,4,3,4,434,0,0
12693,126,39,855.91,2,3,3,233,0,2
12694,69,37,869.67,3,3,3,333,0,0
12695,6,27,582.1,5,2,3,523,0,0
12697,28,41,957.59,4,3,4,434,0,0
12700,7,268,4939.99,5,5,5,555,0,0
12701,79,53,797.71,2,3,3,233,0,0
12702,19,12,219.0,4,1,1,411,0,0
12703,70,21,283.55,3,2,2,322,0,0
12704,6,88,2340.84,5,4,5,545,0,0
12705,14,334,6868.29,4,5,5,455,0,0
12707,291,33,603.42,1,3,3,133,1,2
12708,29,157,2712.91,4,5,5,455,0,0
12709,14,207,9706.52,4,5,5,455,0,0
12710,96,77,1149.02,2,4,4,244,0,0
12712,28,133,4396.13,4,5,5,455,0,0
12713,0,38,848.55,5,3,3,533,0,0
12714,8,259,4708.86,5,5,5,555,0,0
12715,105,20,343.36,2,2,2,222,0,0
12716,3,69,1053.49,5,4,4,544,0,0
12717,150,55,1030.98,2,3,4,234,1,2
12718,70,19,238.25,3,2,1,321,0,0
12719,4,39,644.95,5,3,3,533,0,0
12720,2,354,5781.73,5,5,5,555,0,0
12721,31,161,2656.13,4,5,5,455,0,0
12722,84,53,997.63,2,3,4,234,0,0
12723,3,69,725.0699999999999,5,4,3,543,0,0
12724,4,53,1031.41,5,3,4,534,0,0
12725,370,24,427.8,1,2,2,122,1,2
12726,27,124,2609.1,4,5,5,455,0,0
12727,10,139,3980.7,5,5,5,555,0,0
12728,70,46,836.3299999999999,3,3,3,333,0,0
12729,113,26,453.01,2,2,2,222,0,0
12731,23,274,18895.91,4,5,5,455,0,0
12732,179,12,236.26,1,1,1,111,1,2
12733,233,22,383.95,1,2,2,122,1,2
12734,352,4,110.4,1,1,1,111,1,2
12735,314,43,779.5699999999999,1,3,3,133,1,2
12736,332,4,234.0,1,1,1,111,1,2
12738,371,11,155.35,1,1,1,111,1,2
12739,77,38,1013.04,2,3,4,234,0,0
12740,63,27,427.6,3,2,2,322,0,0
12743,133,131,540.13,2,5,3,253,0,2
12744,51,222,21279.29,3,5,5,355,0,0
12747,1,103,4196.01,5,4,5,545,0,0
12748,0,4412,33053.19,5,5,5,555,3,3
12749,3,199,4090.88,5,5,5,555,0,0
12750,128,15,275.88,2,2,2,222,0,2
12752,80,53,4366.78,2,3,5,235,0,0
12753,22,197,21429.39,4,5,5,455,0,0
12754,235,63,3010.74,1,4,5,145,1,2
12755,280,4,3811.95,1,1,5,115,1,2
12756,86,4,112.08,2,1,1,211,0,0
12757,15,364,7834.650000000001,4,5,5,455,0,0
12758,116,97,2791.59,2,4,5,245,0,0
12759,51,95,1531.44,3,4,4,344,0,0
12762,7,69,1898.52,5,4,4,544,0,0
12763,137,18,494.08,2,2,3,223,0,2
12764,316,45,1693.88,1,3,4,134,1,2
12766,3,310,6989.63,5,5,5,555,0,0
12769,238,32,1143.6,1,3,4,134,1,2
12770,210,12,1351.45,1,1,4,114,1,2
12772,59,55,892.47,3,3,3,333,0,0
12775,16,66,1386.04,4,4,4,444,0,0
12778,19,50,822.23,4,3,3,433,0,0
12779,37,149,3981.36,3,5,5,355,0,0
12781,63,25,826.74,3,2,3,323,0,0
12782,4,103,2330.92,5,4,5,545,0,0
12783,1,84,2225.91,5,4,5,545,0,0
12784,8,57,532.8199999999999,5,3,3,533,0,0
12785,363,14,311.95,1,1,2,112,1,2
12787,9,20,463.66,5,2,2,522,0,0
12789,64,4,91.85,3,1,1,311,0,0
12790,191,21,324.91999999999996,1,2,2,122,1,2
12791,373,2,192.6,1,1,1,111,1,2
12792,256,25,400.54,1,2,2,122,1,2
12793,334,24,545.48,1,2,3,123,1,2
12794,52,45,860.41,3,3,3,333,0,0
12795,18,14,430.48,4,1,2,412,0,0
12797,365,13,254.03,1,1,2,112,1,2
12798,9,8,6977.04,5,1,5,515,0,0
12802,186,25,427.58,1,2,2,122,1,2
12808,36,28,483.65,3,2,2,322,0,0
12809,177,25,489.31,2,2,3,223,1,2
12811,260,31,514.85,1,3,3,133,1,2
12812,44,15,229.64,3,2,1,321,0,0
12814,101,2,125.92,2,1,1,211,0,0
12815,147,47,1063.46,2,3,4,234,1,2
12816,95,29,572.2,2,2,3,223,0,0
12817,280,4,166.04,1,1,1,111,1,2
12818,261,14,1542.08,1,1,4,114,1,2
12820,2,59,942.34,5,4,4,544,0,0
12821,213,6,92.72,1,1,1,111,1,2
12822,70,46,948.88,3,3,4,334,0,0
12823,74,5,1759.5,2,1,4,214,0,0
12824,59,25,397.12,3,2,2,322,0,0
12826,2,91,1474.72,5,4,4,544,0,0
12827,5,25,430.15,5,2,2,522,0,0
12828,2,56,1018.71,5,3,4,534,0,0
12829,336,11,293.0,1,1,2,112,1,2
12830,37,38,6814.64,3,3,5,335,0,0
12831,261,9,215.05,1,1,1,111,1,2
12832,31,27,383.03,4,2,2,422,0,0
12833,144,24,417.38,2,2,2,222,1,2
12834,282,18,312.38,1,2,2,122,1,2
12836,58,174,2610.36,3,5,5,355,0,0
12837,172,12,134.1,2,1,1,211,1,2
12838,33,120,671.95,3,4,3,343,0,0
12839,2,314,5591.42,5,5,5,555,0,0
12840,143,113,2726.77,2,4,5,245,0,2
12841,4,414,3991.58,5,5,5,555,0,0
12842,69,34,1118.99,3,3,4,334,0,0
12843,65,103,1702.26,3,4,4,344,0,0
12844,28,52,325.96,4,3,2,432,0,0
12845,266,27,354.09000000000003,1,2,2,122,1,2
12847,21,84,843.64,4,4,3,443,0,0
12849,30,48,1010.29,4,3,4,434,0,0
12851,96,47,131.81,2,3,1,231,0,0
12852,294,17,311.55,1,2,2,122,1,2
12853,134,78,1957.1,2,4,4,244,0,2
12854,78,109,1316.25,2,4,4,244,0,0
12855,372,3,38.099999999999994,1,1,1,111,1,2
12856,7,311,2170.78,5,5,5,555,0,0
12857,210,46,1106.4,1,3,4,134,1,2
12863,51,5,521.2,3,1,3,313,0,0
12864,137,3,147.12,2,1,1,211,0,2
12865,25,95,1568.23,4,4,4,444,0,0
12866,282,26,559.12,1,2,3,123,1,2
12867,25,534,4009.34,4,5,5,455,0,0
12868,185,107,1607.06,1,4,4,144,1,2
12871,83,11,380.64,2,1,2,212,0,0
12872,326,66,599.97,1,4,3,143,1,2
12873,281,4,374.0,1,1,2,112,1,2
12875,142,2,343.23,2,1,2,212,1,2
12876,57,85,2218.02,3,4,5,345,0,0
12877,3,154,1535.77,5,5,4,554,0,0
12878,235,47,854.99,1,3,3,133,1,2
12879,44,10,573.22,3,1,3,313,0,0
12881,275,7,298.0,1,1,2,112,1,2
12882,8,13,1463.04,5,1,4,514,0,0
12883,24,42,703.47,4,3,3,433,0,0
12884,87,7,309.05,2,1,2,212,0,0
12885,62,71,1175.22,3,4,4,344,0,0
12886,67,82,1378.4,3,4,4,344,0,0
12888,213,5,354.12,1,1,2,112,1,2
12890,23,79,376.72,4,4,2,442,0,0
12891,185,3,331.0,1,1,2,112,1,2
12893,30,31,176.55,4,3,1,431,0,0
12895,41,22,372.8,3,2,2,322,0,0
12897,204,4,216.5,1,1,1,111,1,2
12901,8,116,17654.54,5,4,5,545,0,0
12902,264,10,138.68,1,1,1,111,1,2
12904,17,71,496.06,4,4,3,443,0,0
12906,11,63,2919.81,5,4,5,545,0,0
12908,175,2,750.0,2,1,3,213,1,2
12909,39,91,2178.67,3,4,5,345,0,0
12910,22,75,3075.04,4,4,5,445,0,0
12912,2,24,1662.3,5,2,4,524,0,0
12913,4,50,2483.63,5,3,5,535,0,0
12915,148,22,363.65,2,2,2,222,1,2
12916,138,103,2944.95,2,4,5,245,0,2
12917,127,2,594.0,2,1,3,213,0,2
12919,7,50,1335.19,5,3,4,534,0,0
12920,16,27,162.78,4,2,1,421,0,0
12921,8,720,16587.09,5,5,5,555,0,0
12922,160,28,405.38,2,2,2,222,1,2
12923,63,28,172.82,3,2,1,321,0,0
12924,87,30,933.7,2,3,4,234,0,0
12925,4,45,694.05,5,3,3,533,0,0
12928,34,84,2062.7,3,4,5,345,0,0
12929,311,8,117.85,1,1,1,111,1,2
12930,77,25,415.8,2,2,2,222,0,0
12931,21,82,42055.96,4,4,5,445,0,0
12933,23,106,607.53,4,4,3,443,0,0
12935,1,129,2160.7,5,5,5,555,0,0
12936,16,62,1063.9,4,4,4,444,0,0
12937,14,120,1504.27,4,4,4,444,0,0
12938,25,9,114.14,4,1,1,411,0,0
12939,63,47,11581.8,3,3,5,335,0,0
12940,54,96,899.69,3,4,3,343,0,0
12942,130,70,675.6,2,4,3,243,0,2
12944,35,30,604.51,3,3,3,333,0,0
12945,287,23,462.95,1,2,2,122,1,2
12947,143,97,1603.99,2,4,4,244,0,2
12948,15,116,2064.95,4,4,5,445,0,0
12949,30,215,4167.22,4,5,5,455,0,0
12950,1,23,1843.0,5,2,4,524,0,0
12951,8,63,1064.07,5,4,4,544,0,0
12952,5,79,1387.79,5,4,4,544,0,0
12953,9,17,329.85,5,2,2,522,0,0
12955,0,180,4757.16,5,5,5,555,0,0
12956,305,19,108.07,1,2,1,121,1,2
12957,9,238,4017.54,5,5,5,555,0,0
12962,6,16,266.39,5,2,2,522,0,0
12963,7,95,1856.63,5,4,4,544,0,0
12965,88,108,769.8100000000001,2,4,3,243,0,0
12966,9,10,160.18,5,1,1,511,0,0
12967,357,19,1660.9,1,2,4,124,1,2
12968,111,5,135.95,2,1,1,211,0,0
12970,6,129,405.47,5,5,2,552,0,0
12971,3,305,11189.91,5,5,5,555,0,0
12974,197,8,144.8,1,1,1,111,1,2
12976,211,22,738.6,1,2,3,123,1,2
12977,155,9,39.239999999999995,2,1,1,211,1,2
12980,157,20,7374.900000000001,2,2,5,225,1,2
12981,29,20,372.22,4,2,2,422,0,0
12982,242,28,390.54,1,2,2,122,1,2
12984,18,4,97.5,4,1,1,411,0,0
12985,0,76,1239.38,5,4,4,544,0,0
12987,73,28,558.7,2,2,3,223,0,0
12988,291,83,505.82,1,4,3,143,1,2
12989,2,64,6924.11,5,4,5,545,0,0
12990,30,13,409.5,4,1,2,412,0,0
12991,22,31,503.76,4,3,3,433,0,0
12993,22,27,414.76,4,2,2,422,0,0
12994,3,61,974.42,5,4,4,544,0,0
12995,84,3,211.32,2,1,1,211,0,0
12997,21,59,1226.89,4,4,4,444,0,0
12999,195,28,455.88,1,2,2,122,1,2
13000,106,31,534.85,2,3,3,233,0,0
13001,3,337,9785.97,5,5,5,555,0,0
13002,317,7,120.95,1,1,1,111,1,2
13003,105,6,149.05,2,1,1,211,0,0
13004,11,404,5655.91,5,5,5,555,0,0
13005,173,26,513.7,2,2,3,223,1,2
13006,55,4,81.57,3,1,1,311,0,0
13008,322,14,229.47,1,1,1,111,1,2
13011,371,3,50.55,1,1,1,111,1,2
13012,8,88,1646.84,5,4,4,544,0,0
13013,0,219,4810.9400000000005,5,5,5,555,0,0
13014,10,109,3466.2799999999997,5,4,5,545,0,0
13015,52,175,3339.64,3,5,5,355,0,0
13016,72,47,789.89,2,3,3,233,0,0
13017,6,1,204.0,5,1,1,511,0,0
13018,15,458,7277.7,4,5,5,455,0,0
13021,3,131,2616.38,5,5,5,555,0,0
13023,63,40,689.9,3,3,3,333,0,0
13026,0,40,975.36,5,3,4,534,0,0
13027,113,26,6912.0,2,2,5,225,0,0
13028,22,45,661.3199999999999,4,3,3,433,0,0
13029,30,10,1247.5,4,1,4,414,0,0
13030,10,92,752.44,5,4,3,543,0,0
13032,51,71,1010.18,3,4,4,344,0,0
13033,356,11,190.55,1,1,1,111,1,2
13034,54,37,642.77,3,3,3,333,0,0
13035,73,27,921.88,2,2,3,223,0,0
13037,137,48,881.07,2,3,3,233,0,2
13038,79,28,908.46,2,2,3,223,0,0
13040,8,43,676.99,5,3,3,533,0,0
13043,272,13,516.42,1,1,3,113,1,2
13044,290,33,560.47,1,3,3,133,1,2
13045,98,18,305.28,2,2,2,222,0,0
13046,30,35,629.31,4,3,3,433,0,0
13047,31,172,3237.54,4,5,5,455,0,0
13048,13,135,1819.41,4,5,4,454,0,0
13049,63,14,656.6800000000001,3,1,3,313,0,0
13050,14,403,5836.86,4,5,5,455,0,0
13052,211,18,348.15000000000003,1,2,2,122,1,2
13055,77,76,1214.41,2,4,4,244,0,0
13058,24,8,271.40000000000003,4,1,2,412,0,0
13059,249,8,183.4,1,1,1,111,1,2
13060,253,15,307.53000000000003,1,2,2,122,1,2
13061,71,10,248.61,3,1,1,311,0,0
13062,190,11,346.98,1,1,2,112,1,2
13064,12,68,1105.59,5,4,4,544,0,0
13065,372,14,205.86,1,1,1,111,1,2
13066,23,48,470.8,4,3,2,432,0,0
13067,81,15,115.46,2,2,1,221,0,0
13068,9,2,344.0,5,1,2,512,0,0
13069,0,424,4431.44,5,5,5,555,0,0
13070,191,9,228.8,1,1,1,111,1,2
13072,266,7,177.15,1,1,1,111,1,2
13075,129,22,919.61,2,2,3,223,0,2
13077,0,111,728.02,5,4,3,543,0,0
13078,2,358,12627.94,5,5,5,555,0,0
13079,3,6,220.1,5,1,1,511,0,0
13080,178,6,58.08,2,1,1,211,1,2
13081,11,1024,28337.38,5,5,5,555,0,0
13082,125,73,3613.63,2,4,5,245,0,0
13083,3,18,303.75,5,2,2,522,0,0
13085,157,22,416.08,2,2,2,222,1,2
13089,2,1814,58762.08,5,5,5,555,0,0
13090,8,155,8910.82,5,5,5,555,0,0
13091,27,21,345.82,4,2,2,422,0,0
13092,70,25,477.83,3,2,2,322,0,0
13093,275,159,7832.47,1,5,5,155,1,2
13094,20,24,1927.32,4,2,4,424,0,0
13095,70,6,74.4,3,1,1,311,0,0
13097,32,421,6003.22,4,5,5,455,0,0
13098,0,572,28882.44,5,5,5,555,0,0
13099,98,1,207.36,2,1,1,211,0,0
13101,233,8,101.19,1,1,1,111,1,2
13102,0,304,6424.09,5,5,5,555,0,0
13103,39,8,243.94,3,1,1,311,0,0
13104,2,20,1098.48,5,2,4,524,0,0
13106,132,1,76.5,2,1,1,211,0,2
13107,43,58,1531.62,3,4,4,344,0,0
13108,372,10,350.06,1,1,2,112,1,2
13109,59,47,786.54,3,3,3,333,0,0
13110,30,145,1488.67,4,5,4,454,0,0
13113,0,200,12245.96,5,5,5,555,0,0
13115,11,120,2294.78,5,4,5,545,0,0
13116,137,30,501.14,2,3,3,233,0,2
13117,21,76,984.91,4,4,4,444,0,0
